"title","authors","pub_year","journal","abb","cit_tot","year","citation","tot","field","age","decade"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2000,51,347,"IR",7,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2001,34,381,"IR",8,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2002,25,406,"IR",9,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2003,27,433,"IR",10,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2004,25,458,"IR",11,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2005,28,486,"IR",12,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2006,31,517,"IR",13,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2007,31,548,"IR",14,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2008,44,592,"IR",15,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2009,52,644,"IR",16,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2010,48,692,"IR",17,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2011,62,754,"IR",18,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2012,63,817,"IR",19,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2013,40,857,"IR",20,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2014,55,912,"IR",21,"1990s"
"The Clash of Civilizations","Huntington",1993,"Foreign Affairs","FA",940,2015,28,940,"IR",22,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1991,0,0,"Other",0,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1992,3,3,"Other",1,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1993,6,9,"Other",2,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1994,8,17,"Other",3,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1995,15,32,"Other",4,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1996,18,50,"Other",5,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1997,23,73,"Other",6,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1998,39,112,"Other",7,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,1999,18,130,"Other",8,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2000,27,157,"Other",9,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2001,31,188,"Other",10,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2002,25,213,"Other",11,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2003,24,237,"Other",12,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2004,30,267,"Other",13,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2005,36,303,"Other",14,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2006,44,347,"Other",15,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2007,31,378,"Other",16,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2008,59,437,"Other",17,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2009,66,503,"Other",18,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2010,69,572,"Other",19,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2011,104,676,"Other",20,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2012,77,753,"Other",21,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2013,73,826,"Other",22,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2014,106,932,"Other",23,"1990s"
"A Public Management for All Seasons","Hood",1991,"Public Administration","PA",1022,2015,90,1022,"Other",24,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,1993,0,0,"Other",0,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,1994,10,10,"Other",1,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,1995,4,14,"Other",2,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,1996,9,23,"Other",3,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,1997,16,39,"Other",4,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,1998,15,54,"Other",5,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,1999,15,69,"Other",6,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2000,16,85,"Other",7,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2001,32,117,"Other",8,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2002,25,142,"Other",9,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2003,23,165,"Other",10,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2004,32,197,"Other",11,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2005,33,230,"Other",12,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2006,56,286,"Other",13,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2007,66,352,"Other",14,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2008,65,417,"Other",15,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2009,77,494,"Other",16,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2010,80,574,"Other",17,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2011,96,670,"Other",18,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2012,87,757,"Other",19,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2013,86,843,"Other",20,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2014,104,947,"Other",21,"1990s"
"The New Second Generation","Portes and Zhou",1993,"Annals of the American Academy of PS and SS","AAA",1034,2015,87,1034,"Other",22,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,1997,0,0,"Methods",0,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,1998,2,2,"Methods",0,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,1999,16,18,"Methods",1,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2000,28,46,"Methods",2,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2001,35,81,"Methods",3,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2002,30,111,"Methods",4,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2003,34,145,"Methods",5,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2004,36,181,"Methods",6,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2005,49,230,"Methods",7,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2006,59,289,"Methods",8,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2007,45,334,"Methods",9,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2008,53,387,"Methods",10,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2009,66,453,"Methods",11,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2010,90,543,"Methods",12,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2011,58,601,"Methods",13,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2012,74,675,"Methods",14,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2013,84,759,"Methods",15,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2014,70,829,"Methods",16,"1990s"
"Taking Time Seriously","Beck et al",1998,"American Journal of Political Science","AJPS",890,2015,61,890,"Methods",17,"1990s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2006,0,0,"Other",0,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2007,2,2,"Other",0,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2008,35,37,"Other",1,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2009,65,102,"Other",2,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2010,88,190,"Other",3,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2011,104,294,"Other",4,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2012,107,401,"Other",5,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2013,103,504,"Other",6,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2014,121,625,"Other",7,"2000s"
"E Pluribus Unum","Putnam",2007,"Scandinavian Political Studies","SPS",719,2015,94,719,"Other",8,"2000s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1969,0,0,"Other",0,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1970,6,6,"Other",1,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1971,3,9,"Other",2,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1972,3,12,"Other",3,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1973,8,20,"Other",4,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1974,14,34,"Other",5,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1975,10,44,"Other",6,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1976,14,58,"Other",7,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1977,21,79,"Other",8,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1978,16,95,"Other",9,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1979,7,102,"Other",10,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1980,16,118,"Other",11,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1981,20,138,"Other",12,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1982,12,150,"Other",13,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1983,16,166,"Other",14,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1984,14,180,"Other",15,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1985,20,200,"Other",16,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1986,5,205,"Other",17,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1987,12,217,"Other",18,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1988,17,234,"Other",19,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1989,16,250,"Other",20,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1990,4,254,"Other",21,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1991,15,269,"Other",22,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1992,12,281,"Other",23,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1993,13,294,"Other",24,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1994,10,304,"Other",25,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1995,11,315,"Other",26,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1996,5,320,"Other",27,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1997,14,334,"Other",28,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1998,14,348,"Other",29,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,1999,10,358,"Other",30,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2000,10,368,"Other",31,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2001,17,385,"Other",32,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2002,16,401,"Other",33,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2003,22,423,"Other",34,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2004,17,440,"Other",35,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2005,21,461,"Other",36,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2006,22,483,"Other",37,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2007,28,511,"Other",38,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2008,31,542,"Other",39,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2009,40,582,"Other",40,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2010,27,609,"Other",41,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2011,28,637,"Other",42,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2012,52,689,"Other",43,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2013,26,715,"Other",44,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2014,43,758,"Other",45,"1960s"
"Diffusion of Innovation Among American States","Walker",1969,"American Political Science Review","APSR",786,2015,28,786,"Other",46,"1960s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,1995,0,0,"IR",0,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,1996,2,2,"IR",1,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,1997,13,15,"IR",2,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,1998,11,26,"IR",3,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,1999,22,48,"IR",4,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2000,19,67,"IR",5,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2001,10,77,"IR",6,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2002,19,96,"IR",7,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2003,23,119,"IR",8,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2004,31,150,"IR",9,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2005,21,171,"IR",10,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2006,38,209,"IR",11,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2007,30,239,"IR",12,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2008,43,282,"IR",13,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2009,43,325,"IR",14,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2010,53,378,"IR",15,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2011,80,458,"IR",16,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2012,75,533,"IR",17,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2013,64,597,"IR",18,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2014,73,670,"IR",19,"1990s"
"Rationalist Explanations for War","Fearon",1995,"International Organization","IO",740,2015,69,739,"IR",20,"1990s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1958,0,0,"Other",0,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1959,2,2,"Other",0,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1960,4,6,"Other",1,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1961,6,12,"Other",2,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1962,3,15,"Other",3,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1963,2,17,"Other",4,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1964,3,20,"Other",5,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1965,3,23,"Other",6,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1966,5,28,"Other",7,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1967,9,37,"Other",8,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1968,5,42,"Other",9,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1969,9,51,"Other",10,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1970,3,54,"Other",11,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1971,7,61,"Other",12,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1972,7,68,"Other",13,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1973,2,70,"Other",14,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1974,10,80,"Other",15,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1975,10,90,"Other",16,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1976,6,96,"Other",17,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1977,3,99,"Other",18,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1978,6,105,"Other",19,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1979,3,108,"Other",20,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1980,2,110,"Other",21,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1981,2,112,"Other",22,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1982,3,115,"Other",23,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1983,2,117,"Other",24,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1985,6,123,"Other",26,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1986,7,130,"Other",27,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1987,3,133,"Other",28,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1988,10,143,"Other",29,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1989,3,146,"Other",30,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1990,6,152,"Other",31,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1991,7,159,"Other",32,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1992,13,172,"Other",33,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1993,11,183,"Other",34,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1994,9,192,"Other",35,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1995,14,206,"Other",36,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1996,16,222,"Other",37,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1997,11,233,"Other",38,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1998,16,249,"Other",39,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,1999,34,283,"Other",40,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2000,28,311,"Other",41,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2001,24,335,"Other",42,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2002,27,362,"Other",43,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2003,33,395,"Other",44,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2004,23,418,"Other",45,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2005,24,442,"Other",46,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2006,35,477,"Other",47,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2007,35,512,"Other",48,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2008,51,563,"Other",49,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2009,56,619,"Other",50,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2010,58,677,"Other",51,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2011,75,752,"Other",52,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2012,84,836,"Other",53,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2013,82,918,"Other",54,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2014,87,1005,"Other",55,"1950s"
"Some Social Requisites of Democracy","Lipset",1959,"American Political Science Review","APSR",1071,2015,65,1070,"Other",56,"1950s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1962,0,0,"Other",0,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1963,0,0,"Other",1,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1964,0,0,"Other",2,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1965,4,4,"Other",3,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1966,2,6,"Other",4,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1967,4,10,"Other",5,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1968,7,17,"Other",6,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1969,6,23,"Other",7,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1970,15,38,"Other",8,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1971,8,46,"Other",9,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1972,7,53,"Other",10,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1973,14,67,"Other",11,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1974,16,83,"Other",12,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1975,12,95,"Other",13,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1976,17,112,"Other",14,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1977,13,125,"Other",15,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1978,15,140,"Other",16,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1979,14,154,"Other",17,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1980,17,171,"Other",18,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1981,13,184,"Other",19,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1982,15,199,"Other",20,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1983,12,211,"Other",21,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1984,9,220,"Other",22,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1985,12,232,"Other",23,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1986,10,242,"Other",24,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1987,12,254,"Other",25,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1988,15,269,"Other",26,"1960s"
